,matchup,home,result,winner high,loser high,DATE
4,Los Angeles LAL,Memphis MEM,"LAL 100, MEM 85",Shaquille O'Neal 26 Pts,Pau Gasol 13 Pts,20020201
5,Minnesota MIN,Boston BOS,"MIN 98, BOS 95 (OT)",Kevin Garnett 21 Pts,Paul Pierce 22 Pts,20020201
6,Charlotte CHA,Houston HOU,"CHA 73, HOU 72",Elden Campbell 21 Pts,Cuttino Mobley 23 Pts,20020201
7,San Antonio SA,Miami MIA,"MIA 88, SA 83",Eddie Jones 24 Pts,Tim Duncan 29 Pts,20020201
8,Orlando ORL,Detroit DET,"ORL 85, DET 83",Mike Miller 18 Pts,Jerry Stackhouse 18 Pts,20020201
0,Toronto TOR,New Jersey NJ,"NJ 98, TOR 91",Jason Kidd 31 Pts,Vince Carter 26 Pts,20020202
1,Portland POR,Utah UTAH,"UTAH 97, POR 96",Karl Malone 24 Pts,Bonzi Wells 24 Pts,20020202
2,Philadelphia PHI,Milwaukee MIL,"PHI 86, MIL 81",Allen Iverson 25 Pts,Ray Allen 20 Pts,20020202
3,Chicago CHI,Seattle SEA,"CHI 97, SEA 91",Brad Miller 17 Pts,Vin Baker 23 Pts,20020202
4,LA LAC,Atlanta ATL,"ATL 101, LAC 94",Jason Terry 30 Pts,Eric Piatkowski 22 Pts,20020202
5,Detroit DET,Cleveland CLE,"DET 115, CLE 107",Jerry Stackhouse 23 Pts,Ricky Davis 28 Pts,20020202
0,Miami MIA,New York NY,"MIA 94, NY 83",Alonzo Mourning 21 Pts,Allan Houston 28 Pts,20020203
1,San Antonio SA,Orlando ORL,"SA 105, ORL 98",Tim Duncan 29 Pts,Tracy McGrady 26 Pts,20020203
2,Indiana IND,Washington WSH,"WSH 109, IND 89",Michael Jordan 23 Pts,Jalen Rose 27 Pts,20020203
3,Los Angeles LAL,Dallas DAL,"LAL 101, DAL 94",Shaquille O'Neal 31 Pts,Steve Nash 20 Pts,20020203
4,Sacramento SAC,Minnesota MIN,"SAC 112, MIN 107",Chris Webber 31 Pts,Kevin Garnett 32 Pts,20020203
5,Charlotte CHA,Memphis MEM,"CHA 97, MEM 79",Elden Campbell 19 Pts,Stromile Swift 13 Pts,20020203
6,LA LAC,Boston BOS,"BOS 104, LAC 91",Antoine Walker 27 Pts,Michael Olowokandi 27 Pts,20020203
7,Phoenix PHX,Golden State GS,"PHX 98, GS 97",Anfernee Hardaway 25 Pts,Antawn Jamison 27 Pts,20020203
8,Chicago CHI,Portland POR,"POR 101, CHI 96",Bonzi Wells 19 Pts,Brad Miller 21 Pts,20020203
0,Toronto TOR,Philadelphia PHI,"TOR 100, PHI 93",Vince Carter 28 Pts,Allen Iverson 36 Pts,20020204
1,Utah UTAH,Houston HOU,"HOU 104, UTAH 97",Steve Francis 33 Pts,Karl Malone 31 Pts,20020204
2,Sacramento SAC,New Jersey NJ,"NJ 117, SAC 83",Keith Van Horn 25 Pts,Chris Webber 23 Pts,20020204
3,Minnesota MIN,San Antonio SA,"SA 113, MIN 83",David Robinson 13 Pts,Gary Trent 16 Pts,20020204
0,Boston BOS,Charlotte CHA,"BOS 82, CHA 79",Paul Pierce 24 Pts,Baron Davis 28 Pts,20020205
1,Portland POR,Denver DEN,"DEN 97, POR 96",Raef LaFrentz 25 Pts,Ruben Patterson 31 Pts,20020205
2,Utah UTAH,Memphis MEM,"MEM 86, UTAH 79",Rodney Buford 20 Pts,Andrei Kirilenko 15 Pts,20020205
3,Philadelphia PHI,Detroit DET,"DET 86, PHI 82",Jerry Stackhouse 29 Pts,Allen Iverson 26 Pts,20020205
4,Seattle SEA,Golden State GS,"SEA 113, GS 87",Rashard Lewis 25 Pts,Danny Fortson 18 Pts,20020205
5,Atlanta ATL,Miami MIA,"ATL 76, MIA 73",Shareef Abdur-Rahim 34 Pts,Eddie Jones 16 Pts,20020205
6,LA LAC,New York NY,"LAC 112, NY 110",Quentin Richardson 30 Pts,Allan Houston 40 Pts,20020205
7,Cleveland CLE,Orlando ORL,"ORL 106, CLE 98",Tracy McGrady 29 Pts,Wesley Person 21 Pts,20020205
8,Dallas DAL,Indiana IND,"DAL 141, IND 140 (2OT)",Dirk Nowitzki 38 Pts,Jalen Rose 33 Pts,20020205
9,Toronto TOR,Washington WSH,"WSH 99, TOR 94",Michael Jordan 23 Pts,Vince Carter 29 Pts,20020205
0,Sacramento SAC,Boston BOS,"SAC 102, BOS 85",Peja Stojakovic 24 Pts,Antoine Walker 26 Pts,20020206
1,Houston HOU,Cleveland CLE,"CLE 111, HOU 109",Andre Miller 31 Pts,Cuttino Mobley 29 Pts,20020206
2,Portland POR,Minnesota MIN,"MIN 113, POR 103",Wally Szczerbiak 30 Pts,Bonzi Wells 35 Pts,20020206
3,Phoenix PHX,Seattle SEA,"SEA 90, PHX 79",Brent Barry 21 Pts,Shawn Marion 19 Pts,20020206
4,Chicago CHI,Los Angeles LAL,"CHI 97, LAL 89",Marcus Fizer 21 Pts,Kobe Bryant 38 Pts,20020206
5,Dallas DAL,New Jersey NJ,"DAL 112, NJ 100",Dirk Nowitzki 22 Pts,Kenyon Martin 26 Pts,20020206
0,Philadelphia PHI,Charlotte CHA,"PHI 100, CHA 93",Allen Iverson 36 Pts,Baron Davis 23 Pts,20020207
1,Memphis MEM,Milwaukee MIL,"MIL 107, MEM 103",Sam Cassell 29 Pts,Pau Gasol 30 Pts,20020207
2,Sacramento SAC,Washington WSH,"WSH 108, SAC 101",Richard Hamilton 33 Pts,Chris Webber 21 Pts,20020207
3,LA LAC,Detroit DET,"DET 105, LAC 92",Jerry Stackhouse 17 Pts,Elton Brand 25 Pts,20020207
4,Atlanta ATL,New York NY,"NY 92, ATL 89",Allan Houston 32 Pts,Shareef Abdur-Rahim 29 Pts,20020207
5,San Antonio SA,Toronto TOR,"TOR 80, SA 74",Keon Clark 17 Pts,Tim Duncan 22 Pts,20020207
0,West WEST,East EAST,"WEST 135, EAST 120",,,20020210
0,Toronto TOR,Cleveland CLE,"CLE 99, TOR 81",Andre Miller 22 Pts,Keon Clark 18 Pts,20020212
1,Boston BOS,Denver DEN,"BOS 110, DEN 93",Antoine Walker 30 Pts,Avery Johnson 21 Pts,20020212
2,Utah UTAH,Indiana IND,"UTAH 98, IND 82",Karl Malone 34 Pts,Travis Best 18 Pts,20020212
3,Dallas DAL,Seattle SEA,"DAL 112, SEA 106",Steve Nash 28 Pts,Rashard Lewis 25 Pts,20020212
4,New Jersey NJ,Atlanta ATL,"ATL 105, NJ 103",Shareef Abdur-Rahim 34 Pts,Kerry Kittles 20 Pts,20020212
5,Milwaukee MIL,Chicago CHI,"CHI 96, MIL 92",Metta World Peace 22 Pts,Ray Allen 32 Pts,20020212
6,Phoenix PHX,Detroit DET,"PHX 99, DET 71",Rodney Rogers 19 Pts,Jerry Stackhouse 10 Pts,20020212
7,Memphis MEM,Houston HOU,"HOU 85, MEM 78",Cuttino Mobley 26 Pts,Pau Gasol 25 Pts,20020212
8,Washington WSH,Los Angeles LAL,"LAL 103, WSH 94",Kobe Bryant 23 Pts,Michael Jordan 22 Pts,20020212
9,San Antonio SA,Sacramento SAC,"SAC 99, SA 86",Peja Stojakovic 23 Pts,Tim Duncan 24 Pts,20020212
10,New York NY,Orlando ORL,"ORL 122, NY 114",Tracy McGrady 36 Pts,Kurt Thomas 23 Pts,20020212
0,Chicago CHI,Charlotte CHA,"CHA 113, CHI 91",Lee Nailon 24 Pts,A.J. Guyton 19 Pts,20020213
1,Cleveland CLE,Milwaukee MIL,"CLE 115, MIL 107",Wesley Person 33 Pts,Glenn Robinson 32 Pts,20020213
2,Phoenix PHX,Minnesota MIN,"MIN 107, PHX 92",Kevin Garnett 33 Pts,Shawn Marion 24 Pts,20020213
3,Dallas DAL,Portland POR,"POR 114, DAL 103",Rasheed Wallace 24 Pts,Dirk Nowitzki 27 Pts,20020213
4,Boston BOS,Golden State GS,"GS 92, BOS 75",Antawn Jamison 27 Pts,Paul Pierce 30 Pts,20020213
5,Orlando ORL,Miami MIA,"MIA 112, ORL 95",Eddie Jones 24 Pts,Tracy McGrady 26 Pts,20020213
6,Toronto TOR,New York NY,"NY 89, TOR 82",Kurt Thomas 19 Pts,Keon Clark 26 Pts,20020213
0,Washington WSH,Sacramento SAC,"SAC 109, WSH 93",Peja Stojakovic 21 Pts,Richard Hamilton 20 Pts,20020214
1,Utah UTAH,Philadelphia PHI,"UTAH 98, PHI 91",Karl Malone 26 Pts,Allen Iverson 34 Pts,20020214
2,Los Angeles LAL,Seattle SEA,"LAL 92, SEA 87",Kobe Bryant 23 Pts,Brent Barry 21 Pts,20020214
3,Denver DEN,Memphis MEM,"DEN 100, MEM 85",Raef LaFrentz 23 Pts,Lorenzen Wright 20 Pts,20020214
4,San Antonio SA,LA LAC,"SA 89, LAC 76",Tim Duncan 15 Pts,Eric Piatkowski 17 Pts,20020214
5,Detroit DET,New Jersey NJ,"DET 85, NJ 80",Jerry Stackhouse 22 Pts,Keith Van Horn 26 Pts,20020214
0,Denver DEN,Minnesota MIN,"DEN 99, MIN 98",Raef LaFrentz 30 Pts,Anthony Peeler 24 Pts,20020215
1,Washington WSH,Phoenix PHX,"WSH 97, PHX 96",Richard Hamilton 29 Pts,Stephon Marbury 30 Pts,20020215
2,Boston BOS,Portland POR,"BOS 107, POR 104",Paul Pierce 31 Pts,Damon Stoudamire 20 Pts,20020215
3,Utah UTAH,Toronto TOR,"UTAH 94, TOR 85",Karl Malone 23 Pts,Alvin Williams 26 Pts,20020215
4,Indiana IND,Charlotte CHA,"CHA 116, IND 106",Baron Davis 38 Pts,Austin Croshere 23 Pts,20020215
5,New Jersey NJ,Chicago CHI,"NJ 106, CHI 81",Aaron Williams 23 Pts,Metta World Peace 21 Pts,20020215
6,San Antonio SA,Golden State GS,"SA 108, GS 99",Tim Duncan 36 Pts,Jason Richardson 28 Pts,20020215
7,Atlanta ATL,Los Angeles LAL,"ATL 93, LAL 90",Shareef Abdur-Rahim 32 Pts,Kobe Bryant 21 Pts,20020215
8,Miami MIA,Milwaukee MIL,"MIA 90, MIL 88",Eddie Jones 22 Pts,Ray Allen 30 Pts,20020215
9,Detroit DET,New York NY,"DET 101, NY 90",Ben Wallace 19 Pts,Latrell Sprewell 25 Pts,20020215
0,Boston BOS,Seattle SEA,"SEA 99, BOS 79",Gary Payton 19 Pts,Paul Pierce 24 Pts,20020216
1,Cleveland CLE,Chicago CHI,"CLE 114, CHI 101",Lamond Murray 37 Pts,Marcus Fizer 23 Pts,20020216
2,Orlando ORL,Houston HOU,"ORL 109, HOU 100",Tracy McGrady 39 Pts,Cuttino Mobley 27 Pts,20020216
3,Dallas DAL,LA LAC,"LAC 119, DAL 110",Eric Piatkowski 36 Pts,Michael Finley 23 Pts,20020216
0,Denver DEN,New Jersey NJ,"NJ 98, DEN 77",Keith Van Horn 17 Pts,Tariq Abdul-Wahad 14 Pts,20020217
1,Los Angeles LAL,Portland POR,"POR 111, LAL 105",Bonzi Wells 27 Pts,Kobe Bryant 28 Pts,20020217
2,Memphis MEM,Charlotte CHA,"MEM 92, CHA 78",Stromile Swift 19 Pts,Elden Campbell 17 Pts,20020217
3,Philadelphia PHI,Indiana IND,"IND 86, PHI 76",Jalen Rose 17 Pts,Dikembe Mutombo 13 Pts,20020217
4,Milwaukee MIL,Toronto TOR,"MIL 91, TOR 86",Ray Allen 20 Pts,Alvin Williams 24 Pts,20020217
5,Miami MIA,Minnesota MIN,"MIN 93, MIA 80",Chauncey Billups 23 Pts,Eddie Jones 17 Pts,20020217
6,Atlanta ATL,Golden State GS,"ATL 100, GS 94",Shareef Abdur-Rahim 26 Pts,Jason Richardson 20 Pts,20020217
7,Dallas DAL,Phoenix PHX,"DAL 105, PHX 92",Dirk Nowitzki 20 Pts,Shawn Marion 27 Pts,20020217
8,Seattle SEA,Sacramento SAC,"SEA 126, SAC 116",Gary Payton 31 Pts,Chris Webber 39 Pts,20020217
9,Utah UTAH,New York NY,"UTAH 92, NY 89",Karl Malone 27 Pts,Allan Houston 29 Pts,20020217
0,Houston HOU,Washington WSH,"HOU 102, WSH 89",Cuttino Mobley 31 Pts,Richard Hamilton 21 Pts,20020218
1,Utah UTAH,Cleveland CLE,"UTAH 103, CLE 92",Karl Malone 35 Pts,Lamond Murray 25 Pts,20020218
2,Charlotte CHA,Milwaukee MIL,"CHA 101, MIL 92",Elden Campbell 24 Pts,Ray Allen 27 Pts,20020218
3,Denver DEN,Philadelphia PHI,"PHI 110, DEN 83",Allen Iverson 27 Pts,Raef LaFrentz 17 Pts,20020218
4,Toronto TOR,Detroit DET,"DET 89, TOR 76",Jerry Stackhouse 21 Pts,Antonio Davis 21 Pts,20020218
5,Portland POR,LA LAC,"POR 80, LAC 79",Damon Stoudamire 15 Pts,Quentin Richardson 16 Pts,20020218
6,Chicago CHI,Miami MIA,"MIA 102, CHI 80",Alonzo Mourning 23 Pts,Tyson Chandler 13 Pts,20020218
0,Minnesota MIN,Dallas DAL,"MIN 117, DAL 100",Chauncey Billups 36 Pts,Steve Nash 24 Pts,20020219
1,Seattle SEA,Phoenix PHX,"SEA 103, PHX 91",Rashard Lewis 18 Pts,Stephon Marbury 28 Pts,20020219
2,Atlanta ATL,Sacramento SAC,"SAC 99, ATL 79",Chris Webber 19 Pts,Jason Terry 17 Pts,20020219
3,Boston BOS,Los Angeles LAL,"BOS 109, LAL 108",Paul Pierce 33 Pts,Kobe Bryant 27 Pts,20020219
4,Golden State GS,New Jersey NJ,"NJ 123, GS 115",Jason Kidd 26 Pts,Antawn Jamison 25 Pts,20020219
5,Memphis MEM,San Antonio SA,"SA 99, MEM 93",Tim Duncan 23 Pts,Shane Battier 26 Pts,20020219
0,Utah UTAH,Denver DEN,"UTAH 110, DEN 99",Scott Padgett 21 Pts,Avery Johnson 19 Pts,20020220
1,Houston HOU,Milwaukee MIL,"MIL 115, HOU 76",Michael Redd 29 Pts,Kenny Thomas 21 Pts,20020220
2,Golden State GS,Philadelphia PHI,"PHI 114, GS 107",Allen Iverson 46 Pts,Danny Fortson 18 Pts,20020220
3,Portland POR,Seattle SEA,"POR 90, SEA 84",Rasheed Wallace 18 Pts,Rashard Lewis 24 Pts,20020220
4,New York NY,Chicago CHI,"CHI 113, NY 109",Jalen Rose 36 Pts,Allan Houston 34 Pts,20020220
5,Washington WSH,Detroit DET,"DET 97, WSH 90",Corliss Williamson 22 Pts,Richard Hamilton 22 Pts,20020220
6,LA LAC,Miami MIA,"LAC 81, MIA 71",Quentin Richardson 25 Pts,Rod Strickland 19 Pts,20020220
7,Charlotte CHA,Toronto TOR,"CHA 78, TOR 77",Elden Campbell 18 Pts,Antonio Davis 29 Pts,20020220
0,Los Angeles LAL,Cleveland CLE,"LAL 104, CLE 97",Kobe Bryant 32 Pts,Lamond Murray 23 Pts,20020221
1,Atlanta ATL,Portland POR,"POR 94, ATL 79",Rasheed Wallace 20 Pts,Jason Terry 21 Pts,20020221
2,New Jersey NJ,Washington WSH,"NJ 93, WSH 82",Jason Kidd 30 Pts,Michael Jordan 16 Pts,20020221
3,Phoenix PHX,Memphis MEM,"PHX 78, MEM 72",Shawn Marion 18 Pts,Shane Battier 15 Pts,20020221
4,Boston BOS,Dallas DAL,"DAL 98, BOS 92",Dirk Nowitzki 33 Pts,Tony Battie 17 Pts,20020221
5,Minnesota MIN,Houston HOU,"HOU 89, MIN 83",Cuttino Mobley 26 Pts,Kevin Garnett 19 Pts,20020221
6,LA LAC,Orlando ORL,"ORL 119, LAC 102",Tracy McGrady 22 Pts,Elton Brand 19 Pts,20020221
7,Sacramento SAC,San Antonio SA,"SA 115, SAC 92",Charles Smith 32 Pts,Bobby Jackson 18 Pts,20020221
0,Cleveland CLE,Indiana IND,"CLE 103, IND 93",Andre Miller 27 Pts,Brad Miller 21 Pts,20020222
1,Atlanta ATL,Seattle SEA,"SEA 99, ATL 96",Gary Payton 21 Pts,Jason Terry 32 Pts,20020222
2,Detroit DET,Toronto TOR,"DET 80, TOR 72",Clifford Robinson 21 Pts,Antonio Davis 17 Pts,20020222
3,Los Angeles LAL,Charlotte CHA,"LAL 96, CHA 94",Shaquille O'Neal 31 Pts,Baron Davis 37 Pts,20020222
4,Phoenix PHX,Chicago CHI,"CHI 91, PHX 83",Jalen Rose 22 Pts,Stephon Marbury 27 Pts,20020222
5,Golden State GS,Milwaukee MIL,"MIL 116, GS 112",Ray Allen 28 Pts,Jason Richardson 35 Pts,20020222
6,New York NY,New Jersey NJ,"NJ 115, NY 93",Richard Jefferson 22 Pts,Latrell Sprewell 30 Pts,20020222
0,Sacramento SAC,Dallas DAL,"DAL 111, SAC 97",Steve Nash 28 Pts,Chris Webber 28 Pts,20020223
1,Philadelphia PHI,Orlando ORL,"ORL 105, PHI 87",Mike Miller 25 Pts,Allen Iverson 32 Pts,20020223
2,Denver DEN,Portland POR,"POR 101, DEN 90",Damon Stoudamire 24 Pts,George McCloud 20 Pts,20020223
3,Golden State GS,Chicago CHI,"CHI 105, GS 91",Marcus Fizer 30 Pts,Troy Murphy 16 Pts,20020223
4,Boston BOS,Houston HOU,"HOU 99, BOS 89",Cuttino Mobley 40 Pts,Paul Pierce 30 Pts,20020223
5,Minnesota MIN,San Antonio SA,"MIN 112, SA 88",Kevin Garnett 30 Pts,Tim Duncan 25 Pts,20020223
6,LA LAC,Indiana IND,"IND 106, LAC 88",Reggie Miller 28 Pts,Elton Brand 23 Pts,20020223
7,Miami MIA,Washington WSH,"MIA 97, WSH 95",Eddie Jones 25 Pts,Michael Jordan 37 Pts,20020223
0,Los Angeles LAL,New York NY,"LAL 107, NY 91",Shaquille O'Neal 30 Pts,Latrell Sprewell 22 Pts,20020224
1,Detroit DET,Milwaukee MIL,"MIL 89, DET 82",Sam Cassell 27 Pts,Jerry Stackhouse 19 Pts,20020224
2,Charlotte CHA,New Jersey NJ,"NJ 95, CHA 93",Jason Kidd 21 Pts,Baron Davis 29 Pts,20020224
3,San Antonio SA,Phoenix PHX,"PHX 92, SA 83",Stephon Marbury 36 Pts,David Robinson 25 Pts,20020224
4,Seattle SEA,Toronto TOR,"SEA 101, TOR 92",Brent Barry 23 Pts,Vince Carter 28 Pts,20020224
5,Orlando ORL,Cleveland CLE,"CLE 111, ORL 96",Ricky Davis 27 Pts,Troy Hudson 24 Pts,20020224
6,Atlanta ATL,Denver DEN,"ATL 89, DEN 84",Jason Terry 25 Pts,Juwan Howard 28 Pts,20020224
7,Washington WSH,Miami MIA,"MIA 92, WSH 80",Rod Strickland 16 Pts,Tyronn Lue 21 Pts,20020224
0,Minnesota MIN,Charlotte CHA,"MIN 97, CHA 92",Wally Szczerbiak 24 Pts,Elden Campbell 23 Pts,20020225
1,Portland POR,Philadelphia PHI,"POR 88, PHI 83",Rasheed Wallace 29 Pts,Eric Snow 18 Pts,20020225
2,LA LAC,Memphis MEM,"LAC 90, MEM 77",Elton Brand 27 Pts,Pau Gasol 21 Pts,20020225
3,Indiana IND,Golden State GS,"IND 102, GS 97",Reggie Miller 23 Pts,Antawn Jamison 22 Pts,20020225
0,Seattle SEA,Cleveland CLE,"SEA 109, CLE 89",Gary Payton 25 Pts,Wesley Person 22 Pts,20020226
1,Los Angeles LAL,Milwaukee MIL,"LAL 99, MIL 89",Shaquille O'Neal 28 Pts,Sam Cassell 21 Pts,20020226
2,Orlando ORL,Chicago CHI,"ORL 112, CHI 97",Tracy McGrady 25 Pts,Jalen Rose 24 Pts,20020226
3,Memphis MEM,Dallas DAL,"DAL 104, MEM 91",Michael Finley 30 Pts,Shane Battier 18 Pts,20020226
4,LA LAC,Houston HOU,"LAC 94, HOU 84",Elton Brand 26 Pts,Cuttino Mobley 27 Pts,20020226
5,Utah UTAH,Sacramento SAC,"SAC 107, UTAH 81",Peja Stojakovic 19 Pts,Jarron Collins 11 Pts,20020226
6,Phoenix PHX,San Antonio SA,"SA 99, PHX 91",Tim Duncan 29 Pts,Stephon Marbury 35 Pts,20020226
0,Milwaukee MIL,Boston BOS,"MIL 95, BOS 92",Sam Cassell 26 Pts,Antoine Walker 30 Pts,20020227
1,New Jersey NJ,Charlotte CHA,"CHA 104, NJ 85",Jamal Mashburn 36 Pts,Jason Kidd 12 Pts,20020227
2,Los Angeles LAL,Minnesota MIN,"MIN 112, LAL 101",Kevin Garnett 33 Pts,Shaquille O'Neal 27 Pts,20020227
3,Miami MIA,Philadelphia PHI,"PHI 82, MIA 72",Allen Iverson 31 Pts,Jim Jackson 16 Pts,20020227
4,Portland POR,Washington WSH,"POR 105, WSH 101",Rasheed Wallace 22 Pts,Richard Hamilton 31 Pts,20020227
5,Seattle SEA,Atlanta ATL,"SEA 98, ATL 81",Rashard Lewis 19 Pts,Shareef Abdur-Rahim 24 Pts,20020227
6,Chicago CHI,Detroit DET,"DET 101, CHI 89",Corliss Williamson 24 Pts,Jalen Rose 29 Pts,20020227
7,Denver DEN,Golden State GS,"GS 110, DEN 93",Antawn Jamison 26 Pts,Juwan Howard 21 Pts,20020227
8,Orlando ORL,Toronto TOR,"ORL 90, TOR 85",Tracy McGrady 24 Pts,Vince Carter 22 Pts,20020227
0,San Antonio SA,Cleveland CLE,"CLE 114, SA 107 (OT)",Andre Miller 37 Pts,Tim Duncan 35 Pts,20020228
1,Indiana IND,Phoenix PHX,"PHX 107, IND 100 (OT)",Stephon Marbury 26 Pts,Brad Miller 25 Pts,20020228
2,Memphis MEM,Utah UTAH,"UTAH 114, MEM 70",Donyell Marshall 20 Pts,Rodney Buford 15 Pts,20020228
3,New York NY,Miami MIA,"MIA 100, NY 86",Eddie Jones 32 Pts,Latrell Sprewell 22 Pts,20020228
0,Memphis MEM,Denver DEN,"DEN 96, MEM 83",Juwan Howard 24 Pts,Pau Gasol 26 Pts,20020229
1,San Antonio SA,Minnesota MIN,"SA 85, MIN 77",Tim Duncan 25 Pts,Wally Szczerbiak 21 Pts,20020229
2,New Jersey NJ,Philadelphia PHI,"PHI 110, NJ 102",Allen Iverson 43 Pts,Kerry Kittles 24 Pts,20020229
3,Portland POR,Toronto TOR,"POR 91, TOR 81",Rasheed Wallace 20 Pts,Vince Carter 25 Pts,20020229
4,Charlotte CHA,Boston BOS,"CHA 100, BOS 87",Jamal Mashburn 20 Pts,Paul Pierce 20 Pts,20020229
5,Washington WSH,Chicago CHI,"CHI 90, WSH 81",Eddy Curry 19 Pts,Richard Hamilton 30 Pts,20020229
6,Sacramento SAC,Golden State GS,"SAC 116, GS 108",Chris Webber 32 Pts,Antawn Jamison 20 Pts,20020229
7,Indiana IND,Los Angeles LAL,"LAL 96, IND 84",Shaquille O'Neal 33 Pts,Jermaine O'Neal 18 Pts,20020229
8,Seattle SEA,New York NY,"NY 89, SEA 87",Allan Houston 22 Pts,Rashard Lewis 22 Pts,20020229
9,Orlando ORL,Detroit DET,"DET 110, ORL 102",Clifford Robinson 24 Pts,Tracy McGrady 29 Pts,20020229
0,Cleveland CLE,Atlanta ATL,"ATL 84, CLE 81",Toni Kukoc 23 Pts,Lamond Murray 29 Pts,20020230
1,Houston HOU,Phoenix PHX,"HOU 104, PHX 97",Cuttino Mobley 24 Pts,Shawn Marion 24 Pts,20020230
2,Minnesota MIN,Utah UTAH,"MIN 116, UTAH 105",Kevin Garnett 26 Pts,Karl Malone 25 Pts,20020230
3,Miami MIA,Dallas DAL,"MIA 109, DAL 95",Eddie Jones 26 Pts,Michael Finley 25 Pts,20020230
4,Golden State GS,LA LAC,"LAC 109, GS 95",Elton Brand 20 Pts,Antawn Jamison 24 Pts,20020230
5,Portland POR,Milwaukee MIL,"POR 104, MIL 103 (OT)",Rasheed Wallace 24 Pts,Glenn Robinson 24 Pts,20020230
0,Philadelphia PHI,Toronto TOR,"PHI 96, TOR 84",Allen Iverson 42 Pts,Antonio Davis 26 Pts,20020231
1,Seattle SEA,Memphis MEM,"SEA 96, MEM 71",Gary Payton 20 Pts,Rodney Buford 16 Pts,20020231
2,Detroit DET,Charlotte CHA,"DET 83, CHA 81",Jerry Stackhouse 28 Pts,Elden Campbell 23 Pts,20020231
3,Chicago CHI,New Jersey NJ,"NJ 92, CHI 84",Jason Collins 17 Pts,Jalen Rose 27 Pts,20020231
4,San Antonio SA,New York NY,"SA 99, NY 83",Tim Duncan 25 Pts,Kurt Thomas 19 Pts,20020231
5,Indiana IND,Sacramento SAC,"IND 97, SAC 86",Jermaine O'Neal 29 Pts,Mike Bibby 19 Pts,20020231
6,Orlando ORL,Washington WSH,"WSH 107, ORL 102 (OT)",Courtney Alexander 32 Pts,Tracy McGrady 30 Pts,20020231
7,Houston HOU,Los Angeles LAL,"LAL 95, HOU 79",Shaquille O'Neal 36 Pts,Steve Francis 20 Pts,20020231
8,Milwaukee MIL,Cleveland CLE,"MIL 101, CLE 91",Glenn Robinson 28 Pts,Andre Miller 17 Pts,20020231
9,Dallas DAL,Denver DEN,"DAL 116, DEN 110 (OT)",Michael Finley 30 Pts,Juwan Howard 30 Pts,20020231
0,Memphis MEM,Denver DEN,"DEN 96, MEM 83",Juwan Howard 24 Pts,Pau Gasol 26 Pts,20020301
1,San Antonio SA,Minnesota MIN,"SA 85, MIN 77",Tim Duncan 25 Pts,Wally Szczerbiak 21 Pts,20020301
2,New Jersey NJ,Philadelphia PHI,"PHI 110, NJ 102",Allen Iverson 43 Pts,Kerry Kittles 24 Pts,20020301
3,Portland POR,Toronto TOR,"POR 91, TOR 81",Rasheed Wallace 20 Pts,Vince Carter 25 Pts,20020301
4,Charlotte CHA,Boston BOS,"CHA 100, BOS 87",Jamal Mashburn 20 Pts,Paul Pierce 20 Pts,20020301
5,Washington WSH,Chicago CHI,"CHI 90, WSH 81",Eddy Curry 19 Pts,Richard Hamilton 30 Pts,20020301
6,Sacramento SAC,Golden State GS,"SAC 116, GS 108",Chris Webber 32 Pts,Antawn Jamison 20 Pts,20020301
7,Indiana IND,Los Angeles LAL,"LAL 96, IND 84",Shaquille O'Neal 33 Pts,Jermaine O'Neal 18 Pts,20020301
8,Seattle SEA,New York NY,"NY 89, SEA 87",Allan Houston 22 Pts,Rashard Lewis 22 Pts,20020301
9,Orlando ORL,Detroit DET,"DET 110, ORL 102",Clifford Robinson 24 Pts,Tracy McGrady 29 Pts,20020301
0,Cleveland CLE,Atlanta ATL,"ATL 84, CLE 81",Toni Kukoc 23 Pts,Lamond Murray 29 Pts,20020302
1,Houston HOU,Phoenix PHX,"HOU 104, PHX 97",Cuttino Mobley 24 Pts,Shawn Marion 24 Pts,20020302
2,Minnesota MIN,Utah UTAH,"MIN 116, UTAH 105",Kevin Garnett 26 Pts,Karl Malone 25 Pts,20020302
3,Miami MIA,Dallas DAL,"MIA 109, DAL 95",Eddie Jones 26 Pts,Michael Finley 25 Pts,20020302
4,Golden State GS,LA LAC,"LAC 109, GS 95",Elton Brand 20 Pts,Antawn Jamison 24 Pts,20020302
5,Portland POR,Milwaukee MIL,"POR 104, MIL 103 (OT)",Rasheed Wallace 24 Pts,Glenn Robinson 24 Pts,20020302
0,Philadelphia PHI,Toronto TOR,"PHI 96, TOR 84",Allen Iverson 42 Pts,Antonio Davis 26 Pts,20020303
1,Seattle SEA,Memphis MEM,"SEA 96, MEM 71",Gary Payton 20 Pts,Rodney Buford 16 Pts,20020303
2,Detroit DET,Charlotte CHA,"DET 83, CHA 81",Jerry Stackhouse 28 Pts,Elden Campbell 23 Pts,20020303
3,Chicago CHI,New Jersey NJ,"NJ 92, CHI 84",Jason Collins 17 Pts,Jalen Rose 27 Pts,20020303
4,San Antonio SA,New York NY,"SA 99, NY 83",Tim Duncan 25 Pts,Kurt Thomas 19 Pts,20020303
5,Indiana IND,Sacramento SAC,"IND 97, SAC 86",Jermaine O'Neal 29 Pts,Mike Bibby 19 Pts,20020303
